Alert_Num;Attack Technique Ids;Entities;Ent-Relationships;ID;Investigation Ids;Metadata-Confidence;Metadata-Created At;Metadata-Creator Detector Id;Metadata-Creator Detector Version;Metadata-Creator Rule Id;Metadata-Creator Rule Version;Metadata-Engine Name;Metadata-Severity;Metadata-Title;Sensor Types;Status;Suppressed;Suppressed Rules;Tactics and Technic Id
42;['TA0006'];['city:3451190', 'country:3469034', 'ipAddress:200.222.39.242', 'latLon:-22.9201,-43.0811', 'sensorId:4891bf7a-ad0c-44b6-88ac-904b92b4842e', 'sensorType:MICROSOFT_GRAPH_SIGN_IN', 'sourceIpAddress:200.222.39.242', 'targetUserName:sync_ntqsvr06_11f250d03eba@nortecquimica.onmicrosoft.com', 'userName:sync_ntqsvr06_11f250d03eba@nortecquimica.onmicrosoft.com', 'sensorType:MICROSOFT_OFFICE_MANAGEMENT', 'targetAuthDomainName:nortecquimica.onmicrosoft.com', 'targetUserName:Sync_NTQSVR06_11f250d03eba@nortecquimica.onmicrosoft.com', 'userName:Sync_NTQSVR06_11f250d03eba@nortecquimica.onmicrosoft.com'];[{'from_entity': 'sourceIpAddress:200.222.39.242', 'relationship': 'geolocatedAt', 'to_entity': 'city:3451190'}, {'from_entity': 'sourceIpAddress:200.222.39.242', 'relationship': 'geolocatedAt', 'to_entity': 'country:3469034'}, {'from_entity': 'sourceIpAddress:200.222.39.242', 'relationship': 'geolocatedAt', 'to_entity': 'latLon:-22.9201,-43.0811'}];alert://priv:improbable-logon-detector:138529:1709702092726:a6e67217-5b11-5f7b-a0d2-7cd8cdade4d1;[{'id': '4d731b31-3761-48e8-b739-d9bcc6e03318'}];0.5;1709702092;app:detect:improbable-logon-detector;0.0.1;ff386ff2-3697-59a9-83e5-c7a1f2929c87;1699366426;app:detect:improbable-logon-detector;0.1;RESEARCH: XDR has detected a successful authentication with rare or previously unobserved properties by sync_ntqsvr06_11f250d03eba@nortecquimica.onmicrosoft.com from 200.222.39.242;['MICROSOFT_GRAPH_SIGN_IN', 'MICROSOFT_OFFICE_MANAGEMENT'];OPEN;False;[];[{'mitre_attack_info': None}]
43;['TA0006'];['city:3451190', 'country:3469034', 'ipAddress:200.222.39.242', 'latLon:-22.9201,-43.0811', 'sensorId:4891bf7a-ad0c-44b6-88ac-904b92b4842e', 'sensorType:MICROSOFT_GRAPH_SIGN_IN', 'sourceIpAddress:200.222.39.242', 'targetUserName:sync_ntqsvr06_11f250d03eba@nortecquimica.onmicrosoft.com', 'userName:sync_ntqsvr06_11f250d03eba@nortecquimica.onmicrosoft.com', 'sensorType:MICROSOFT_OFFICE_MANAGEMENT', 'targetAuthDomainName:nortecquimica.onmicrosoft.com', 'targetUserName:Sync_NTQSVR06_11f250d03eba@nortecquimica.onmicrosoft.com', 'userName:Sync_NTQSVR06_11f250d03eba@nortecquimica.onmicrosoft.com'];[{'from_entity': 'sourceIpAddress:200.222.39.242', 'relationship': 'geolocatedAt', 'to_entity': 'city:3451190'}, {'from_entity': 'sourceIpAddress:200.222.39.242', 'relationship': 'geolocatedAt', 'to_entity': 'country:3469034'}, {'from_entity': 'sourceIpAddress:200.222.39.242', 'relationship': 'geolocatedAt', 'to_entity': 'latLon:-22.9201,-43.0811'}];alert://priv:improbable-logon-detector:138529:1709700835922:78262a7a-1015-5633-9be3-1039ed3082cf;[{'id': '4d731b31-3761-48e8-b739-d9bcc6e03318'}];0.5;1709700835;app:detect:improbable-logon-detector;0.0.1;ff386ff2-3697-59a9-83e5-c7a1f2929c87;1699366426;app:detect:improbable-logon-detector;0.1;RESEARCH: XDR has detected a successful authentication with rare or previously unobserved properties by sync_ntqsvr06_11f250d03eba@nortecquimica.onmicrosoft.com from 200.222.39.242;['MICROSOFT_GRAPH_SIGN_IN', 'MICROSOFT_OFFICE_MANAGEMENT'];OPEN;False;[];[{'mitre_attack_info': None}]
44;['TA0006'];['city:3451190', 'country:3469034', 'ipAddress:200.222.39.242', 'latLon:-22.9201,-43.0811', 'sensorId:4891bf7a-ad0c-44b6-88ac-904b92b4842e', 'sensorType:MICROSOFT_GRAPH_SIGN_IN', 'sourceIpAddress:200.222.39.242', 'targetUserName:sync_ntqsvr06_11f250d03eba@nortecquimica.onmicrosoft.com', 'userName:sync_ntqsvr06_11f250d03eba@nortecquimica.onmicrosoft.com', 'sensorType:MICROSOFT_OFFICE_MANAGEMENT', 'targetAuthDomainName:nortecquimica.onmicrosoft.com', 'targetUserName:Sync_NTQSVR06_11f250d03eba@nortecquimica.onmicrosoft.com', 'userName:Sync_NTQSVR06_11f250d03eba@nortecquimica.onmicrosoft.com'];[{'from_entity': 'sourceIpAddress:200.222.39.242', 'relationship': 'geolocatedAt', 'to_entity': 'city:3451190'}, {'from_entity': 'sourceIpAddress:200.222.39.242', 'relationship': 'geolocatedAt', 'to_entity': 'country:3469034'}, {'from_entity': 'sourceIpAddress:200.222.39.242', 'relationship': 'geolocatedAt', 'to_entity': 'latLon:-22.9201,-43.0811'}];alert://priv:improbable-logon-detector:138529:1709698938962:c624a4f9-71c6-5a27-96d3-ec86ea4af899;[{'id': '4d731b31-3761-48e8-b739-d9bcc6e03318'}];0.5;1709698938;app:detect:improbable-logon-detector;0.0.1;ff386ff2-3697-59a9-83e5-c7a1f2929c87;1699366426;app:detect:improbable-logon-detector;0.1;RESEARCH: XDR has detected a successful authentication with rare or previously unobserved properties by sync_ntqsvr06_11f250d03eba@nortecquimica.onmicrosoft.com from 200.222.39.242;['MICROSOFT_GRAPH_SIGN_IN', 'MICROSOFT_OFFICE_MANAGEMENT'];OPEN;False;[];[{'mitre_attack_info': None}]
45;['TA0006'];['city:3451190', 'country:3469034', 'ipAddress:200.222.39.242', 'latLon:-22.9201,-43.0811', 'sensorId:4891bf7a-ad0c-44b6-88ac-904b92b4842e', 'sensorType:MICROSOFT_OFFICE_MANAGEMENT', 'sourceIpAddress:200.222.39.242', 'targetAuthDomainName:nortecquimica.onmicrosoft.com', 'targetUserName:Sync_NTQSVR06_11f250d03eba@nortecquimica.onmicrosoft.com', 'userName:Sync_NTQSVR06_11f250d03eba@nortecquimica.onmicrosoft.com', 'sensorType:MICROSOFT_GRAPH_SIGN_IN', 'targetUserName:sync_ntqsvr06_11f250d03eba@nortecquimica.onmicrosoft.com', 'userName:sync_ntqsvr06_11f250d03eba@nortecquimica.onmicrosoft.com'];[{'from_entity': 'sourceIpAddress:200.222.39.242', 'relationship': 'geolocatedAt', 'to_entity': 'city:3451190'}, {'from_entity': 'sourceIpAddress:200.222.39.242', 'relationship': 'geolocatedAt', 'to_entity': 'country:3469034'}, {'from_entity': 'sourceIpAddress:200.222.39.242', 'relationship': 'geolocatedAt', 'to_entity': 'latLon:-22.9201,-43.0811'}];alert://priv:improbable-logon-detector:138529:1709697000573:bbe00a2f-6d75-5bbd-a5dd-a3a4d5556ca9;[{'id': '4d731b31-3761-48e8-b739-d9bcc6e03318'}];0.5;1709697000;app:detect:improbable-logon-detector;0.0.1;ff386ff2-3697-59a9-83e5-c7a1f2929c87;1699366426;app:detect:improbable-logon-detector;0.1;RESEARCH: XDR has detected a successful authentication with rare or previously unobserved properties by sync_ntqsvr06_11f250d03eba@nortecquimica.onmicrosoft.com from 200.222.39.242;['MICROSOFT_OFFICE_MANAGEMENT', 'MICROSOFT_GRAPH_SIGN_IN'];OPEN;False;[];[{'mitre_attack_info': None}]
46;['TA0006'];['city:3451190', 'country:3469034', 'ipAddress:200.222.39.242', 'latLon:-22.9201,-43.0811', 'sensorId:4891bf7a-ad0c-44b6-88ac-904b92b4842e', 'sensorType:MICROSOFT_OFFICE_MANAGEMENT', 'sourceIpAddress:200.222.39.242', 'targetAuthDomainName:nortecquimica.onmicrosoft.com', 'targetUserName:Sync_NTQSVR06_11f250d03eba@nortecquimica.onmicrosoft.com', 'userName:Sync_NTQSVR06_11f250d03eba@nortecquimica.onmicrosoft.com', 'sensorType:MICROSOFT_GRAPH_SIGN_IN', 'targetUserName:sync_ntqsvr06_11f250d03eba@nortecquimica.onmicrosoft.com', 'userName:sync_ntqsvr06_11f250d03eba@nortecquimica.onmicrosoft.com'];[{'from_entity': 'sourceIpAddress:200.222.39.242', 'relationship': 'geolocatedAt', 'to_entity': 'country:3469034'}, {'from_entity': 'sourceIpAddress:200.222.39.242', 'relationship': 'geolocatedAt', 'to_entity': 'latLon:-22.9201,-43.0811'}, {'from_entity': 'sourceIpAddress:200.222.39.242', 'relationship': 'geolocatedAt', 'to_entity': 'city:3451190'}];alert://priv:improbable-logon-detector:138529:1709695120758:27fb6d88-f08d-5616-a3f3-9657ac1ebc48;[{'id': '4d731b31-3761-48e8-b739-d9bcc6e03318'}];0.5;1709695120;app:detect:improbable-logon-detector;0.0.1;ff386ff2-3697-59a9-83e5-c7a1f2929c87;1699366426;app:detect:improbable-logon-detector;0.1;RESEARCH: XDR has detected a successful authentication with rare or previously unobserved properties by sync_ntqsvr06_11f250d03eba@nortecquimica.onmicrosoft.com from 200.222.39.242;['MICROSOFT_OFFICE_MANAGEMENT', 'MICROSOFT_GRAPH_SIGN_IN'];OPEN;False;[];[{'mitre_attack_info': None}]
47;['TA0006'];['city:3451190', 'country:3469034', 'ipAddress:200.222.39.242', 'latLon:-22.9201,-43.0811', 'sensorId:4891bf7a-ad0c-44b6-88ac-904b92b4842e', 'sensorType:MICROSOFT_GRAPH_SIGN_IN', 'sourceIpAddress:200.222.39.242', 'targetUserName:sync_ntqsvr06_11f250d03eba@nortecquimica.onmicrosoft.com', 'userName:sync_ntqsvr06_11f250d03eba@nortecquimica.onmicrosoft.com', 'sensorType:MICROSOFT_OFFICE_MANAGEMENT', 'targetAuthDomainName:nortecquimica.onmicrosoft.com', 'targetUserName:Sync_NTQSVR06_11f250d03eba@nortecquimica.onmicrosoft.com', 'userName:Sync_NTQSVR06_11f250d03eba@nortecquimica.onmicrosoft.com'];[{'from_entity': 'sourceIpAddress:200.222.39.242', 'relationship': 'geolocatedAt', 'to_entity': 'city:3451190'}, {'from_entity': 'sourceIpAddress:200.222.39.242', 'relationship': 'geolocatedAt', 'to_entity': 'country:3469034'}, {'from_entity': 'sourceIpAddress:200.222.39.242', 'relationship': 'geolocatedAt', 'to_entity': 'latLon:-22.9201,-43.0811'}];alert://priv:improbable-logon-detector:138529:1709693400072:91103346-c021-5337-b20d-ad779cf2f1ed;[{'id': '4d731b31-3761-48e8-b739-d9bcc6e03318'}];0.5;1709693400;app:detect:improbable-logon-detector;0.0.1;ff386ff2-3697-59a9-83e5-c7a1f2929c87;1699366426;app:detect:improbable-logon-detector;0.1;RESEARCH: XDR has detected a successful authentication with rare or previously unobserved properties by sync_ntqsvr06_11f250d03eba@nortecquimica.onmicrosoft.com from 200.222.39.242;['MICROSOFT_GRAPH_SIGN_IN', 'MICROSOFT_OFFICE_MANAGEMENT'];OPEN;False;[];[{'mitre_attack_info': None}]
48;['TA0006'];['city:3451190', 'country:3469034', 'ipAddress:200.222.39.242', 'latLon:-22.9201,-43.0811', 'sensorId:4891bf7a-ad0c-44b6-88ac-904b92b4842e', 'sensorType:MICROSOFT_GRAPH_SIGN_IN', 'sourceIpAddress:200.222.39.242', 'targetUserName:sync_ntqsvr06_11f250d03eba@nortecquimica.onmicrosoft.com', 'userName:sync_ntqsvr06_11f250d03eba@nortecquimica.onmicrosoft.com', 'sensorType:MICROSOFT_OFFICE_MANAGEMENT', 'targetAuthDomainName:nortecquimica.onmicrosoft.com', 'targetUserName:Sync_NTQSVR06_11f250d03eba@nortecquimica.onmicrosoft.com', 'userName:Sync_NTQSVR06_11f250d03eba@nortecquimica.onmicrosoft.com'];[{'from_entity': 'sourceIpAddress:200.222.39.242', 'relationship': 'geolocatedAt', 'to_entity': 'city:3451190'}, {'from_entity': 'sourceIpAddress:200.222.39.242', 'relationship': 'geolocatedAt', 'to_entity': 'country:3469034'}, {'from_entity': 'sourceIpAddress:200.222.39.242', 'relationship': 'geolocatedAt', 'to_entity': 'latLon:-22.9201,-43.0811'}];alert://priv:improbable-logon-detector:138529:1709691571813:2a51c46c-2560-5d79-a08d-3c4e3faaa38c;[{'id': '4d731b31-3761-48e8-b739-d9bcc6e03318'}];0.5;1709691571;app:detect:improbable-logon-detector;0.0.1;ff386ff2-3697-59a9-83e5-c7a1f2929c87;1699366426;app:detect:improbable-logon-detector;0.1;RESEARCH: XDR has detected a successful authentication with rare or previously unobserved properties by sync_ntqsvr06_11f250d03eba@nortecquimica.onmicrosoft.com from 200.222.39.242;['MICROSOFT_GRAPH_SIGN_IN', 'MICROSOFT_OFFICE_MANAGEMENT'];OPEN;False;[];[{'mitre_attack_info': None}]
49;['T1027', 'T1048.003', 'T1059.001', 'T1070.006', 'T1083', 'T1119'];['hostId:3bd17df25d97372a5d42b22b81a84162', 'hostName:NTQSVR12', 'hostNameAndHostId:NTQSVR12:3bd17df25d97372a5d42b22b81a84162', 'programName:powershell', 'scriptSha1:69bc6ee61a020057d7e9115996d89febef0e5c02', 'sensorHostId:3bd17df25d97372a5d42b22b81a84162', 'sensorId:3bd17df25d97372a5d42b22b81a84162', 'sensorType:ENDPOINT_REDCLOAK'];[{'from_entity': 'hostName:NTQSVR12', 'relationship': 'is', 'to_entity': 'sensorHostId:3bd17df25d97372a5d42b22b81a84162'}, {'from_entity': 'programName:powershell', 'relationship': 'executes', 'to_entity': 'scriptSha1:69bc6ee61a020057d7e9115996d89febef0e5c02'}, {'from_entity': 'scriptSha1:69bc6ee61a020057d7e9115996d89febef0e5c02', 'relationship': 'executedOn', 'to_entity': 'sensorHostId:3bd17df25d97372a5d42b22b81a84162'}];alert://priv:event-filter:138529:1709690561766:19b73d5a-0a4c-54e1-9eab-af6cc63c206d;None;0;1709690561;app:event-filter;v0.33.95;af678dc0-e810-4234-a32a-eb5f6bae5133;sha1=d1caee9b8ee79c7839a01958852482820073d8f4-1683909554;app:event-filter;0;RESEARCH: PowerShell Timestomping Script (script block);['ENDPOINT_REDCLOAK'];OPEN;False;None;[{'mitre_attack_info': {'tactics': ['defense-evasion'], 'technique_id': 'T1027'}}, {'mitre_attack_info': {'tactics': ['exfiltration'], 'technique_id': 'T1048.003'}}, {'mitre_attack_info': {'tactics': ['execution'], 'technique_id': 'T1059.001'}}, {'mitre_attack_info': {'tactics': ['defense-evasion'], 'technique_id': 'T1070.006'}}, {'mitre_attack_info': {'tactics': ['discovery'], 'technique_id': 'T1083'}}, {'mitre_attack_info': {'tactics': ['collection'], 'technique_id': 'T1119'}}]
50;['TA0006'];['city:3451190', 'country:3469034', 'ipAddress:200.222.39.242', 'latLon:-22.9201,-43.0811', 'sensorId:4891bf7a-ad0c-44b6-88ac-904b92b4842e', 'sensorType:MICROSOFT_GRAPH_SIGN_IN', 'sourceIpAddress:200.222.39.242', 'targetUserName:sync_ntqsvr06_11f250d03eba@nortecquimica.onmicrosoft.com', 'userName:sync_ntqsvr06_11f250d03eba@nortecquimica.onmicrosoft.com', 'sensorType:MICROSOFT_OFFICE_MANAGEMENT', 'targetAuthDomainName:nortecquimica.onmicrosoft.com', 'targetUserName:Sync_NTQSVR06_11f250d03eba@nortecquimica.onmicrosoft.com', 'userName:Sync_NTQSVR06_11f250d03eba@nortecquimica.onmicrosoft.com'];[{'from_entity': 'sourceIpAddress:200.222.39.242', 'relationship': 'geolocatedAt', 'to_entity': 'latLon:-22.9201,-43.0811'}, {'from_entity': 'sourceIpAddress:200.222.39.242', 'relationship': 'geolocatedAt', 'to_entity': 'city:3451190'}, {'from_entity': 'sourceIpAddress:200.222.39.242', 'relationship': 'geolocatedAt', 'to_entity': 'country:3469034'}];alert://priv:improbable-logon-detector:138529:1709689541946:8dd71a5e-448f-50b3-9d23-06bc58e5fbbc;[{'id': '4d731b31-3761-48e8-b739-d9bcc6e03318'}];0.5;1709689541;app:detect:improbable-logon-detector;0.0.1;ff386ff2-3697-59a9-83e5-c7a1f2929c87;1699366426;app:detect:improbable-logon-detector;0.1;RESEARCH: XDR has detected a successful authentication with rare or previously unobserved properties by sync_ntqsvr06_11f250d03eba@nortecquimica.onmicrosoft.com from 200.222.39.242;['MICROSOFT_GRAPH_SIGN_IN', 'MICROSOFT_OFFICE_MANAGEMENT'];OPEN;False;[];[{'mitre_attack_info': None}]
51;['TA0006'];['city:3451190', 'country:3469034', 'ipAddress:200.222.39.242', 'latLon:-22.9201,-43.0811', 'sensorId:4891bf7a-ad0c-44b6-88ac-904b92b4842e', 'sensorType:MICROSOFT_OFFICE_MANAGEMENT', 'sourceIpAddress:200.222.39.242', 'targetAuthDomainName:nortecquimica.onmicrosoft.com', 'targetUserName:Sync_NTQSVR06_11f250d03eba@nortecquimica.onmicrosoft.com', 'userName:Sync_NTQSVR06_11f250d03eba@nortecquimica.onmicrosoft.com', 'sensorType:MICROSOFT_GRAPH_SIGN_IN', 'targetUserName:sync_ntqsvr06_11f250d03eba@nortecquimica.onmicrosoft.com', 'userName:sync_ntqsvr06_11f250d03eba@nortecquimica.onmicrosoft.com'];[{'from_entity': 'sourceIpAddress:200.222.39.242', 'relationship': 'geolocatedAt', 'to_entity': 'city:3451190'}, {'from_entity': 'sourceIpAddress:200.222.39.242', 'relationship': 'geolocatedAt', 'to_entity': 'country:3469034'}, {'from_entity': 'sourceIpAddress:200.222.39.242', 'relationship': 'geolocatedAt', 'to_entity': 'latLon:-22.9201,-43.0811'}];alert://priv:improbable-logon-detector:138529:1709688052342:8c2fe833-5b85-5578-9d20-f443cb868267;[{'id': '4d731b31-3761-48e8-b739-d9bcc6e03318'}];0.5;1709688052;app:detect:improbable-logon-detector;0.0.1;ff386ff2-3697-59a9-83e5-c7a1f2929c87;1699366426;app:detect:improbable-logon-detector;0.1;RESEARCH: XDR has detected a successful authentication with rare or previously unobserved properties by sync_ntqsvr06_11f250d03eba@nortecquimica.onmicrosoft.com from 200.222.39.242;['MICROSOFT_OFFICE_MANAGEMENT', 'MICROSOFT_GRAPH_SIGN_IN'];OPEN;False;[];[{'mitre_attack_info': None}]
52;['TA0006'];['city:3451190', 'country:3469034', 'ipAddress:200.222.39.242', 'latLon:-22.9201,-43.0811', 'sensorId:4891bf7a-ad0c-44b6-88ac-904b92b4842e', 'sensorType:MICROSOFT_GRAPH_SIGN_IN', 'sourceIpAddress:200.222.39.242', 'targetUserName:sync_ntqsvr06_11f250d03eba@nortecquimica.onmicrosoft.com', 'userName:sync_ntqsvr06_11f250d03eba@nortecquimica.onmicrosoft.com', 'sensorType:MICROSOFT_OFFICE_MANAGEMENT', 'targetAuthDomainName:nortecquimica.onmicrosoft.com', 'targetUserName:Sync_NTQSVR06_11f250d03eba@nortecquimica.onmicrosoft.com', 'userName:Sync_NTQSVR06_11f250d03eba@nortecquimica.onmicrosoft.com'];[{'from_entity': 'sourceIpAddress:200.222.39.242', 'relationship': 'geolocatedAt', 'to_entity': 'latLon:-22.9201,-43.0811'}, {'from_entity': 'sourceIpAddress:200.222.39.242', 'relationship': 'geolocatedAt', 'to_entity': 'city:3451190'}, {'from_entity': 'sourceIpAddress:200.222.39.242', 'relationship': 'geolocatedAt', 'to_entity': 'country:3469034'}];alert://priv:improbable-logon-detector:138529:1709686169662:fe28c91f-1b68-5fc3-8de2-9718f8e71b54;[{'id': '4d731b31-3761-48e8-b739-d9bcc6e03318'}];0.5;1709686169;app:detect:improbable-logon-detector;0.0.1;ff386ff2-3697-59a9-83e5-c7a1f2929c87;1699366426;app:detect:improbable-logon-detector;0.1;RESEARCH: XDR has detected a successful authentication with rare or previously unobserved properties by sync_ntqsvr06_11f250d03eba@nortecquimica.onmicrosoft.com from 200.222.39.242;['MICROSOFT_GRAPH_SIGN_IN', 'MICROSOFT_OFFICE_MANAGEMENT'];OPEN;False;[];[{'mitre_attack_info': None}]
53;['TA0006'];['city:3451190', 'country:3469034', 'ipAddress:200.222.39.242', 'latLon:-22.9201,-43.0811', 'sensorId:4891bf7a-ad0c-44b6-88ac-904b92b4842e', 'sensorType:MICROSOFT_GRAPH_SIGN_IN', 'sourceIpAddress:200.222.39.242', 'targetUserName:sync_ntqsvr06_11f250d03eba@nortecquimica.onmicrosoft.com', 'userName:sync_ntqsvr06_11f250d03eba@nortecquimica.onmicrosoft.com', 'sensorType:MICROSOFT_OFFICE_MANAGEMENT', 'targetAuthDomainName:nortecquimica.onmicrosoft.com', 'targetUserName:Sync_NTQSVR06_11f250d03eba@nortecquimica.onmicrosoft.com', 'userName:Sync_NTQSVR06_11f250d03eba@nortecquimica.onmicrosoft.com'];[{'from_entity': 'sourceIpAddress:200.222.39.242', 'relationship': 'geolocatedAt', 'to_entity': 'city:3451190'}, {'from_entity': 'sourceIpAddress:200.222.39.242', 'relationship': 'geolocatedAt', 'to_entity': 'country:3469034'}, {'from_entity': 'sourceIpAddress:200.222.39.242', 'relationship': 'geolocatedAt', 'to_entity': 'latLon:-22.9201,-43.0811'}];alert://priv:improbable-logon-detector:138529:1709684037285:8185b878-2271-5143-bc3e-ae21e128e110;[{'id': '4d731b31-3761-48e8-b739-d9bcc6e03318'}];0.5;1709684037;app:detect:improbable-logon-detector;0.0.1;ff386ff2-3697-59a9-83e5-c7a1f2929c87;1699366426;app:detect:improbable-logon-detector;0.1;RESEARCH: XDR has detected a successful authentication with rare or previously unobserved properties by sync_ntqsvr06_11f250d03eba@nortecquimica.onmicrosoft.com from 200.222.39.242;['MICROSOFT_GRAPH_SIGN_IN', 'MICROSOFT_OFFICE_MANAGEMENT'];OPEN;False;[];[{'mitre_attack_info': None}]
